region,trial,m,m_from_filename,uncovered_area,overlap_percentage,ocr_success,filename,filepath
1,7,24,24,23.410007,5.85,True,m_24_trial_7.png,Results/region_1/trial_7/m_24_trial_7.png
1,7,25,25,18.035401,6.31,True,m_25_trial_7.png,Results/region_1/trial_7/m_25_trial_7.png
1,7,26,26,14.399925,6.77,True,m_26_trial_7.png,Results/region_1/trial_7/m_26_trial_7.png
1,7,27,27,11.842145,6.67,True,m_27_trial_7.png,Results/region_1/trial_7/m_27_trial_7.png
1,7,28,28,9.663163,7.11,True,m_28_trial_7.png,Results/region_1/trial_7/m_28_trial_7.png
1,7,29,29,7.056969,8.98,True,m_29_trial_7.png,Results/region_1/trial_7/m_29_trial_7.png
1,7,30,30,5.373492,9.58,True,m_30_trial_7.png,Results/region_1/trial_7/m_30_trial_7.png
1,7,31,31,3.7024,11.43,True,m_31_trial_7.png,Results/region_1/trial_7/m_31_trial_7.png
1,7,32,32,2.555919,12.86,True,m_32_trial_7.png,Results/region_1/trial_7/m_32_trial_7.png
1,8,22,22,36.425934,4.98,True,m_22_trial_8.png,Results/region_1/trial_8/m_22_trial_8.png
1,8,23,23,28.694719,5.3,True,m_23_trial_8.png,Results/region_1/trial_8/m_23_trial_8.png
1,8,24,24,22.954409,5.79,True,m_24_trial_8.png,Results/region_1/trial_8/m_24_trial_8.png
1,8,25,25,18.029146,6.28,True,m_25_trial_8.png,Results/region_1/trial_8/m_25_trial_8.png
1,8,26,26,14.401189,6.8,True,m_26_trial_8.png,Results/region_1/trial_8/m_26_trial_8.png
1,8,27,27,11.847365,6.69,True,m_27_trial_8.png,Results/region_1/trial_8/m_27_trial_8.png
1,8,28,28,9.364258,7.86,True,m_28_trial_8.png,Results/region_1/trial_8/m_28_trial_8.png
1,8,29,29,7.622021,9.46,True,m_29_trial_8.png,Results/region_1/trial_8/m_29_trial_8.png
1,8,30,30,5.824775,10.69,True,m_30_trial_8.png,Results/region_1/trial_8/m_30_trial_8.png
1,8,31,31,4.436864,12.42,True,m_31_trial_8.png,Results/region_1/trial_8/m_31_trial_8.png
1,8,32,32,3.196466,13.93,True,m_32_trial_8.png,Results/region_1/trial_8/m_32_trial_8.png
1,8,33,33,2.032991,14.88,True,m_33_trial_8.png,Results/region_1/trial_8/m_33_trial_8.png
1,9,22,22,36.425934,4.98,True,m_22_trial_9.png,Results/region_1/trial_9/m_22_trial_9.png
1,9,23,23,28.696385,5.37,True,m_23_trial_9.png,Results/region_1/trial_9/m_23_trial_9.png
1,9,24,24,23.424337,5.82,True,m_24_trial_9.png,Results/region_1/trial_9/m_24_trial_9.png
1,9,25,25,18.021205,6.33,True,m_25_trial_9.png,Results/region_1/trial_9/m_25_trial_9.png
1,9,26,26,14.385989,6.77,True,m_26_trial_9.png,Results/region_1/trial_9/m_26_trial_9.png
1,9,27,27,11.836364,6.63,True,m_27_trial_9.png,Results/region_1/trial_9/m_27_trial_9.png
1,9,28,28,9.664866,7.13,True,m_28_trial_9.png,Results/region_1/trial_9/m_28_trial_9.png
1,9,29,29,7.69555,8.33,True,m_29_trial_9.png,Results/region_1/trial_9/m_29_trial_9.png
1,9,30,30,5.019097,9.58,True,m_30_trial_9.png,Results/region_1/trial_9/m_30_trial_9.png
1,9,31,31,3.559639,10.37,True,m_31_trial_9.png,Results/region_1/trial_9/m_31_trial_9.png
1,9,32,32,2.304876,11.18,True,m_32_trial_9.png,Results/region_1/trial_9/m_32_trial_9.png
2,0,74,74,72.311571,5.01,True,m_74_trial_0.png,Results/region_2/trial_0/m_74_trial_0.png
2,0,75,75,66.310346,5.33,True,m_75_trial_0.png,Results/region_2/trial_0/m_75_trial_0.png
2,0,76,76,58.673343,5.58,True,m_76_trial_0.png,Results/region_2/trial_0/m_76_trial_0.png
2,0,77,77,52.146426,6.02,True,m_77_trial_0.png,Results/region_2/trial_0/m_77_trial_0.png
2,0,78,78,47.392763,6.65,True,m_78_trial_0.png,Results/region_2/trial_0/m_78_trial_0.png
2,0,79,79,42.907162,6.96,True,m_79_trial_0.png,Results/region_2/trial_0/m_79_trial_0.png
2,0,80,80,36.856109,7.39,True,m_80_trial_0.png,Results/region_2/trial_0/m_80_trial_0.png
2,0,81,81,33.079208,7.84,True,m_81_trial_0.png,Results/region_2/trial_0/m_81_trial_0.png
2,0,82,82,29.644873,8.35,True,m_82_trial_0.png,Results/region_2/trial_0/m_82_trial_0.png
2,0,83,83,26.135196,8.97,True,m_83_trial_0.png,Results/region_2/trial_0/m_83_trial_0.png
2,0,84,84,23.573595,9.69,True,m_84_trial_0.png,Results/region_2/trial_0/m_84_trial_0.png
2,0,85,85,21.14196,10.01,True,m_85_trial_0.png,Results/region_2/trial_0/m_85_trial_0.png
2,0,86,86,19.675923,10.77,True,m_86_trial_0.png,Results/region_2/trial_0/m_86_trial_0.png
2,0,87,87,17.613668,11.28,True,m_87_trial_0.png,Results/region_2/trial_0/m_87_trial_0.png
2,0,88,88,15.537895,12.38,True,m_88_trial_0.png,Results/region_2/trial_0/m_88_trial_0.png
2,0,89,89,13.504765,13.01,True,m_89_trial_0.png,Results/region_2/trial_0/m_89_trial_0.png
2,0,90,90,11.987634,13.3,True,m_90_trial_0.png,Results/region_2/trial_0/m_90_trial_0.png
2,0,91,91,10.296884,13.91,True,m_91_trial_0.png,Results/region_2/trial_0/m_91_trial_0.png
2,0,92,92,8.222972,14.36,True,m_92_trial_0.png,Results/region_2/trial_0/m_92_trial_0.png
2,1,74,74,72.346779,5.02,True,m_74_trial_1.png,Results/region_2/trial_1/m_74_trial_1.png
2,1,75,75,66.219798,5.39,True,m_75_trial_1.png,Results/region_2/trial_1/m_75_trial_1.png
2,1,76,76,58.740179,5.62,True,m_76_trial_1.png,Results/region_2/trial_1/m_76_trial_1.png
2,1,77,77,52.252388,6.02,True,m_77_trial_1.png,Results/region_2/trial_1/m_77_trial_1.png
2,1,78,78,47.426905,6.61,True,m_78_trial_1.png,Results/region_2/trial_1/m_78_trial_1.png
2,1,79,79,41.035554,6.85,True,m_79_trial_1.png,Results/region_2/trial_1/m_79_trial_1.png
2,1,80,80,36.751248,7.34,True,m_80_trial_1.png,Results/region_2/trial_1/m_80_trial_1.png
2,1,81,81,32.98062,7.82,True,m_81_trial_1.png,Results/region_2/trial_1/m_81_trial_1.png
2,1,82,82,29.647365,8.37,True,m_82_trial_1.png,Results/region_2/trial_1/m_82_trial_1.png
2,1,83,83,26.241589,9.02,True,m_83_trial_1.png,Results/region_2/trial_1/m_83_trial_1.png
2,1,84,84,23.459857,10.0,True,m_84_trial_1.png,Results/region_2/trial_1/m_84_trial_1.png
2,1,85,85,20.782794,10.36,True,m_85_trial_1.png,Results/region_2/trial_1/m_85_trial_1.png
2,1,86,86,19.225203,11.0,True,m_86_trial_1.png,Results/region_2/trial_1/m_86_trial_1.png
2,1,87,87,17.104752,11.48,True,m_87_trial_1.png,Results/region_2/trial_1/m_87_trial_1.png
2,1,88,88,14.869212,12.02,True,m_88_trial_1.png,Results/region_2/trial_1/m_88_trial_1.png
2,1,89,89,13.086162,12.39,True,m_89_trial_1.png,Results/region_2/trial_1/m_89_trial_1.png
2,1,90,90,11.401361,12.83,True,m_90_trial_1.png,Results/region_2/trial_1/m_90_trial_1.png
2,1,91,91,9.501476,13.45,True,m_91_trial_1.png,Results/region_2/trial_1/m_91_trial_1.png
2,1,92,92,8.084853,14.2,True,m_92_trial_1.png,Results/region_2/trial_1/m_92_trial_1.png
2,2,74,74,72.327221,4.99,True,m_74_trial_2.png,Results/region_2/trial_2/m_74_trial_2.png
2,2,75,75,66.199572,5.38,True,m_75_trial_2.png,Results/region_2/trial_2/m_75_trial_2.png
2,2,76,76,58.894394,5.62,True,m_76_trial_2.png,Results/region_2/trial_2/m_76_trial_2.png
2,2,77,77,51.939921,6.09,True,m_77_trial_2.png,Results/region_2/trial_2/m_77_trial_2.png
2,2,78,78,47.144026,6.6,True,m_78_trial_2.png,Results/region_2/trial_2/m_78_trial_2.png
2,2,79,79,42.685503,7.03,True,m_79_trial_2.png,Results/region_2/trial_2/m_79_trial_2.png
2,2,80,80,36.635123,7.34,True,m_80_trial_2.png,Results/region_2/trial_2/m_80_trial_2.png
2,2,81,81,32.787651,7.76,True,m_81_trial_2.png,Results/region_2/trial_2/m_81_trial_2.png
2,2,82,82,29.507381,8.48,True,m_82_trial_2.png,Results/region_2/trial_2/m_82_trial_2.png
2,2,83,83,26.169916,8.96,True,m_83_trial_2.png,Results/region_2/trial_2/m_83_trial_2.png
2,2,84,84,23.617372,9.71,True,m_84_trial_2.png,Results/region_2/trial_2/m_84_trial_2.png
2,2,85,85,21.183993,10.22,True,m_85_trial_2.png,Results/region_2/trial_2/m_85_trial_2.png
2,2,86,86,19.345044,10.52,True,m_86_trial_2.png,Results/region_2/trial_2/m_86_trial_2.png
2,2,87,87,16.384876,10.89,True,m_87_trial_2.png,Results/region_2/trial_2/m_87_trial_2.png
2,2,88,88,14.756113,11.64,True,m_88_trial_2.png,Results/region_2/trial_2/m_88_trial_2.png
2,2,89,89,13.480531,11.89,True,m_89_trial_2.png,Results/region_2/trial_2/m_89_trial_2.png
2,2,90,90,11.937776,12.18,True,m_90_trial_2.png,Results/region_2/trial_2/m_90_trial_2.png
2,2,91,91,10.507928,12.81,True,m_91_trial_2.png,Results/region_2/trial_2/m_91_trial_2.png
2,2,92,92,8.870488,13.56,True,m_92_trial_2.png,Results/region_2/trial_2/m_92_trial_2.png
2,3,74,74,72.678638,5.05,True,m_74_trial_3.png,Results/region_2/trial_3/m_74_trial_3.png
2,3,75,75,65.176145,5.39,True,m_75_trial_3.png,Results/region_2/trial_3/m_75_trial_3.png
2,3,76,76,58.979774,5.64,True,m_76_trial_3.png,Results/region_2/trial_3/m_76_trial_3.png
2,3,77,77,51.953703,6.04,True,m_77_trial_3.png,Results/region_2/trial_3/m_77_trial_3.png
2,3,78,78,45.679737,6.36,True,m_78_trial_3.png,Results/region_2/trial_3/m_78_trial_3.png
2,3,79,79,40.980459,6.89,True,m_79_trial_3.png,Results/region_2/trial_3/m_79_trial_3.png
2,3,80,80,36.734384,7.36,True,m_80_trial_3.png,Results/region_2/trial_3/m_80_trial_3.png
2,3,81,81,33.3786,7.94,True,m_81_trial_3.png,Results/region_2/trial_3/m_81_trial_3.png
2,3,82,82,29.602363,8.38,True,m_82_trial_3.png,Results/region_2/trial_3/m_82_trial_3.png
2,3,83,83,26.195673,9.01,True,m_83_trial_3.png,Results/region_2/trial_3/m_83_trial_3.png
2,3,84,84,23.614877,9.73,True,m_84_trial_3.png,Results/region_2/trial_3/m_84_trial_3.png
2,3,85,85,21.173979,10.0,True,m_85_trial_3.png,Results/region_2/trial_3/m_85_trial_3.png
2,3,86,86,19.572337,10.85,True,m_86_trial_3.png,Results/region_2/trial_3/m_86_trial_3.png
2,3,87,87,17.502001,11.31,True,m_87_trial_3.png,Results/region_2/trial_3/m_87_trial_3.png
2,3,88,88,16.226367,12.17,True,m_88_trial_3.png,Results/region_2/trial_3/m_88_trial_3.png
2,3,89,89,14.008636,12.39,True,m_89_trial_3.png,Results/region_2/trial_3/m_89_trial_3.png
2,3,90,90,11.516294,13.24,True,m_90_trial_3.png,Results/region_2/trial_3/m_90_trial_3.png
2,3,91,91,9.983281,13.51,True,m_91_trial_3.png,Results/region_2/trial_3/m_91_trial_3.png
2,3,92,92,8.364958,14.29,True,m_92_trial_3.png,Results/region_2/trial_3/m_92_trial_3.png
2,4,74,74,72.262478,5.02,True,m_74_trial_4.png,Results/region_2/trial_4/m_74_trial_4.png
2,4,75,75,66.251048,5.41,True,m_75_trial_4.png,Results/region_2/trial_4/m_75_trial_4.png
2,4,76,76,58.946944,5.72,True,m_76_trial_4.png,Results/region_2/trial_4/m_76_trial_4.png
2,4,77,77,52.300762,6.04,True,m_77_trial_4.png,Results/region_2/trial_4/m_77_trial_4.png
2,4,78,78,47.153243,6.56,True,m_78_trial_4.png,Results/region_2/trial_4/m_78_trial_4.png
2,4,79,79,41.135295,6.91,True,m_79_trial_4.png,Results/region_2/trial_4/m_79_trial_4.png
2,4,80,80,36.650177,7.37,True,m_80_trial_4.png,Results/region_2/trial_4/m_80_trial_4.png
2,4,81,81,33.267497,7.94,True,m_81_trial_4.png,Results/region_2/trial_4/m_81_trial_4.png
2,4,82,82,29.542312,8.28,True,m_82_trial_4.png,Results/region_2/trial_4/m_82_trial_4.png
2,4,83,83,26.241009,8.98,True,m_83_trial_4.png,Results/region_2/trial_4/m_83_trial_4.png
2,4,84,84,23.533112,9.69,True,m_84_trial_4.png,Results/region_2/trial_4/m_84_trial_4.png
2,4,85,85,21.172223,10.02,True,m_85_trial_4.png,Results/region_2/trial_4/m_85_trial_4.png
2,4,86,86,19.175579,10.45,True,m_86_trial_4.png,Results/region_2/trial_4/m_86_trial_4.png
2,4,87,87,17.101775,11.15,True,m_87_trial_4.png,Results/region_2/trial_4/m_87_trial_4.png
2,4,88,88,14.834049,11.23,True,m_88_trial_4.png,Results/region_2/trial_4/m_88_trial_4.png
2,4,89,89,13.257083,11.98,True,m_89_trial_4.png,Results/region_2/trial_4/m_89_trial_4.png
2,4,90,90,10.609592,12.4,True,m_90_trial_4.png,Results/region_2/trial_4/m_90_trial_4.png
2,4,91,91,9.31022,13.24,True,m_91_trial_4.png,Results/region_2/trial_4/m_91_trial_4.png
2,4,92,92,7.102229,13.82,True,m_92_trial_4.png,Results/region_2/trial_4/m_92_trial_4.png
2,5,74,74,72.328522,4.97,True,m_74_trial_5.png,Results/region_2/trial_5/m_74_trial_5.png
2,5,75,75,64.945726,5.32,True,m_75_trial_5.png,Results/region_2/trial_5/m_75_trial_5.png
2,5,76,76,59.118132,5.69,True,m_76_trial_5.png,Results/region_2/trial_5/m_76_trial_5.png
2,5,77,77,51.958911,6.03,True,m_77_trial_5.png,Results/region_2/trial_5/m_77_trial_5.png
2,5,78,78,45.749517,6.36,True,m_78_trial_5.png,Results/region_2/trial_5/m_78_trial_5.png
2,5,79,79,40.86751,6.88,True,m_79_trial_5.png,Results/region_2/trial_5/m_79_trial_5.png
2,5,80,80,36.645905,7.39,True,m_80_trial_5.png,Results/region_2/trial_5/m_80_trial_5.png
2,5,81,81,33.192116,7.95,True,m_81_trial_5.png,Results/region_2/trial_5/m_81_trial_5.png
2,5,82,82,29.584904,8.46,True,m_82_trial_5.png,Results/region_2/trial_5/m_82_trial_5.png
2,5,83,83,26.137812,9.03,True,m_83_trial_5.png,Results/region_2/trial_5/m_83_trial_5.png
2,5,84,84,23.525433,9.86,True,m_84_trial_5.png,Results/region_2/trial_5/m_84_trial_5.png
2,5,85,85,20.44618,9.81,True,m_85_trial_5.png,Results/region_2/trial_5/m_85_trial_5.png
2,5,86,86,18.076052,10.07,True,m_86_trial_5.png,Results/region_2/trial_5/m_86_trial_5.png
2,5,87,87,15.608379,10.59,True,m_87_trial_5.png,Results/region_2/trial_5/m_87_trial_5.png
2,5,88,88,14.160315,11.38,True,m_88_trial_5.png,Results/region_2/trial_5/m_88_trial_5.png
2,5,89,89,12.605255,12.04,True,m_89_trial_5.png,Results/region_2/trial_5/m_89_trial_5.png
2,5,90,90,10.978531,12.7,True,m_90_trial_5.png,Results/region_2/trial_5/m_90_trial_5.png
2,5,91,91,9.515147,13.24,True,m_91_trial_5.png,Results/region_2/trial_5/m_91_trial_5.png
2,5,92,92,7.483747,14.06,True,m_92_trial_5.png,Results/region_2/trial_5/m_92_trial_5.png
2,6,74,74,72.339498,5.01,True,m_74_trial_6.png,Results/region_2/trial_6/m_74_trial_6.png
2,6,75,75,65.790407,5.51,True,m_75_trial_6.png,Results/region_2/trial_6/m_75_trial_6.png
2,6,76,76,58.313978,5.8,True,m_76_trial_6.png,Results/region_2/trial_6/m_76_trial_6.png
2,6,77,77,52.253054,6.2,True,m_77_trial_6.png,Results/region_2/trial_6/m_77_trial_6.png
2,6,78,78,47.355169,6.74,True,m_78_trial_6.png,Results/region_2/trial_6/m_78_trial_6.png
2,6,79,79,42.87022,7.19,True,m_79_trial_6.png,Results/region_2/trial_6/m_79_trial_6.png
2,6,80,80,39.104741,7.64,True,m_80_trial_6.png,Results/region_2/trial_6/m_80_trial_6.png
2,6,81,81,35.518193,8.1,True,m_81_trial_6.png,Results/region_2/trial_6/m_81_trial_6.png
2,6,82,82,29.359965,8.33,True,m_82_trial_6.png,Results/region_2/trial_6/m_82_trial_6.png
2,6,83,83,26.265627,9.02,True,m_83_trial_6.png,Results/region_2/trial_6/m_83_trial_6.png
2,6,84,84,23.545256,9.71,True,m_84_trial_6.png,Results/region_2/trial_6/m_84_trial_6.png
2,6,85,85,21.143013,10.04,True,m_85_trial_6.png,Results/region_2/trial_6/m_85_trial_6.png
2,6,86,86,19.630842,11.04,True,m_86_trial_6.png,Results/region_2/trial_6/m_86_trial_6.png
2,6,87,87,17.648721,11.65,True,m_87_trial_6.png,Results/region_2/trial_6/m_87_trial_6.png
2,6,88,88,15.62497,12.3,True,m_88_trial_6.png,Results/region_2/trial_6/m_88_trial_6.png
2,6,89,89,13.109953,12.64,True,m_89_trial_6.png,Results/region_2/trial_6/m_89_trial_6.png
2,6,90,90,11.819145,13.31,True,m_90_trial_6.png,Results/region_2/trial_6/m_90_trial_6.png
2,6,91,91,9.784358,13.73,True,m_91_trial_6.png,Results/region_2/trial_6/m_91_trial_6.png
2,6,92,92,7.798518,13.8,True,m_92_trial_6.png,Results/region_2/trial_6/m_92_trial_6.png
2,7,74,74,72.315585,5.04,True,m_74_trial_7.png,Results/region_2/trial_7/m_74_trial_7.png
2,7,75,75,66.360035,5.37,True,m_75_trial_7.png,Results/region_2/trial_7/m_75_trial_7.png
2,7,76,76,59.061144,5.65,True,m_76_trial_7.png,Results/region_2/trial_7/m_76_trial_7.png
2,7,77,77,52.100359,6.08,True,m_77_trial_7.png,Results/region_2/trial_7/m_77_trial_7.png
2,7,78,78,45.716236,6.37,True,m_78_trial_7.png,Results/region_2/trial_7/m_78_trial_7.png
2,7,79,79,40.919523,6.89,True,m_79_trial_7.png,Results/region_2/trial_7/m_79_trial_7.png
2,7,80,80,36.767421,7.33,True,m_80_trial_7.png,Results/region_2/trial_7/m_80_trial_7.png
2,7,81,81,32.908489,7.81,True,m_81_trial_7.png,Results/region_2/trial_7/m_81_trial_7.png
2,7,82,82,29.543972,8.33,True,m_82_trial_7.png,Results/region_2/trial_7/m_82_trial_7.png
2,7,83,83,26.260771,8.85,True,m_83_trial_7.png,Results/region_2/trial_7/m_83_trial_7.png
2,7,84,84,23.609368,9.14,True,m_84_trial_7.png,Results/region_2/trial_7/m_84_trial_7.png
2,7,85,85,21.146481,9.86,True,m_85_trial_7.png,Results/region_2/trial_7/m_85_trial_7.png
2,7,86,86,18.899765,10.12,True,m_86_trial_7.png,Results/region_2/trial_7/m_86_trial_7.png
2,7,87,87,16.682713,10.66,True,m_87_trial_7.png,Results/region_2/trial_7/m_87_trial_7.png
2,7,88,88,15.008872,11.43,True,m_88_trial_7.png,Results/region_2/trial_7/m_88_trial_7.png
2,7,89,89,12.877814,12.25,True,m_89_trial_7.png,Results/region_2/trial_7/m_89_trial_7.png
2,7,90,90,10.817505,12.98,True,m_90_trial_7.png,Results/region_2/trial_7/m_90_trial_7.png
2,7,91,91,9.095101,13.5,True,m_91_trial_7.png,Results/region_2/trial_7/m_91_trial_7.png
2,8,74,74,72.204409,5.0,True,m_74_trial_8.png,Results/region_2/trial_8/m_74_trial_8.png
2,8,75,75,64.816045,5.33,True,m_75_trial_8.png,Results/region_2/trial_8/m_75_trial_8.png
2,8,76,76,57.98885,5.75,True,m_76_trial_8.png,Results/region_2/trial_8/m_76_trial_8.png
2,8,77,77,52.059567,6.03,True,m_77_trial_8.png,Results/region_2/trial_8/m_77_trial_8.png
2,8,78,78,45.887446,6.4,True,m_78_trial_8.png,Results/region_2/trial_8/m_78_trial_8.png
2,8,79,79,40.975832,6.9,True,m_79_trial_8.png,Results/region_2/trial_8/m_79_trial_8.png
2,8,80,80,36.747,7.35,True,m_80_trial_8.png,Results/region_2/trial_8/m_80_trial_8.png
2,8,81,81,33.411927,7.91,True,m_81_trial_8.png,Results/region_2/trial_8/m_81_trial_8.png
2,8,82,82,29.580583,8.39,True,m_82_trial_8.png,Results/region_2/trial_8/m_82_trial_8.png
2,8,83,83,26.229193,9.02,True,m_83_trial_8.png,Results/region_2/trial_8/m_83_trial_8.png
2,8,84,84,23.643729,9.66,True,m_84_trial_8.png,Results/region_2/trial_8/m_84_trial_8.png
2,8,85,85,21.775852,10.36,True,m_85_trial_8.png,Results/region_2/trial_8/m_85_trial_8.png
2,8,86,86,19.626539,10.85,True,m_86_trial_8.png,Results/region_2/trial_8/m_86_trial_8.png
2,8,87,87,17.615429,11.3,True,m_87_trial_8.png,Results/region_2/trial_8/m_87_trial_8.png
2,8,88,88,15.585614,11.89,True,m_88_trial_8.png,Results/region_2/trial_8/m_88_trial_8.png
2,8,89,89,13.532828,12.12,True,m_89_trial_8.png,Results/region_2/trial_8/m_89_trial_8.png
2,8,90,90,11.8573,12.68,True,m_90_trial_8.png,Results/region_2/trial_8/m_90_trial_8.png
2,8,91,91,10.674943,13.48,True,m_91_trial_8.png,Results/region_2/trial_8/m_91_trial_8.png
2,8,92,92,9.055461,14.09,True,m_92_trial_8.png,Results/region_2/trial_8/m_92_trial_8.png
2,9,74,74,72.328295,4.94,True,m_74_trial_9.png,Results/region_2/trial_9/m_74_trial_9.png
2,9,75,75,65.850951,5.38,True,m_75_trial_9.png,Results/region_2/trial_9/m_75_trial_9.png
2,9,76,76,58.768621,5.63,True,m_76_trial_9.png,Results/region_2/trial_9/m_76_trial_9.png
2,9,77,77,52.205489,6.06,True,m_77_trial_9.png,Results/region_2/trial_9/m_77_trial_9.png
2,9,78,78,47.215499,6.58,True,m_78_trial_9.png,Results/region_2/trial_9/m_78_trial_9.png
2,9,79,79,43.022836,7.12,True,m_79_trial_9.png,Results/region_2/trial_9/m_79_trial_9.png
2,9,80,80,36.7973,7.38,True,m_80_trial_9.png,Results/region_2/trial_9/m_80_trial_9.png
2,9,81,81,32.74721,7.76,True,m_81_trial_9.png,Results/region_2/trial_9/m_81_trial_9.png
2,9,82,82,29.335733,8.46,True,m_82_trial_9.png,Results/region_2/trial_9/m_82_trial_9.png
2,9,83,83,25.894274,8.76,True,m_83_trial_9.png,Results/region_2/trial_9/m_83_trial_9.png
2,9,84,84,24.491593,9.21,True,m_84_trial_9.png,Results/region_2/trial_9/m_84_trial_9.png
2,9,85,85,21.211402,9.71,True,m_85_trial_9.png,Results/region_2/trial_9/m_85_trial_9.png
2,9,86,86,18.955515,10.16,True,m_86_trial_9.png,Results/region_2/trial_9/m_86_trial_9.png
2,9,87,87,16.625018,10.8,True,m_87_trial_9.png,Results/region_2/trial_9/m_87_trial_9.png
2,9,88,88,14.45107,11.23,True,m_88_trial_9.png,Results/region_2/trial_9/m_88_trial_9.png
2,9,89,89,11.711026,11.36,True,m_89_trial_9.png,Results/region_2/trial_9/m_89_trial_9.png
2,9,90,90,10.51943,11.74,True,m_90_trial_9.png,Results/region_2/trial_9/m_90_trial_9.png
2,9,91,91,9.63545,12.24,True,m_91_trial_9.png,Results/region_2/trial_9/m_91_trial_9.png
2,9,92,92,7.597583,12.88,True,m_92_trial_9.png,Results/region_2/trial_9/m_92_trial_9.png
3,0,57,57,61.507694,5.2,True,m_57_trial_0.png,Results/region_3/trial_0/m_57_trial_0.png
